feedback_id,merchant_id,timestamp,text,sentiment_label,category,priority,resolved
FB002169,MCB8ACB1DC982,2025-02-09,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT95025,positive,account,low,False
FB002170,M130F1A8E9E10,2025-10-22,Looking for information about enterprise pricing options.,neutral,disputes,low,True
FB002171,MD4B2AEB2453B,2025-10-21,PayPal has been instrumental in helping us expand internationally. Reference: TKT61686,positive,billing,low,True
FB002172,M3EB71F6293A2,2025-06-08,Integration issues caused downtime for our checkout.,negative,general,low,True
FB002173,M8EEFCFDF5990,2025-09-13,The API integration was smooth and the documentation was very helpful.,positive,account,low,True
FB002174,M6E5025CCC7D6,2025-05-19,The dispute resolution process took too long and we lost money. Reference: TKT49373,negative,account,low,True
FB002175,M275D7FB2FD45,2025-02-28,Integration issues caused downtime for our checkout.,negative,technical,low,True
FB002176,M7FFD85D93A3E,2025-04-01,Integration issues caused downtime for our checkout. Reference: TKT49487,negative,billing,medium,False
FB002177,M7E9E346DC5FD,2025-07-14,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT99367,negative,billing,low,True
FB002178,ME45823AFE1E5,2026-01-11,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,True
FB002179,M28DD2C7955CE,2025-02-19,Integration issues caused downtime for our checkout.,negative,features,low,False
FB002180,MB056EB158758,2025-02-24,PayPal has been instrumental in helping us expand internationally.,positive,technical,medium,True
FB002181,MA14AC55A4F27,2025-04-28,Funds were held for too long without clear explanation.,negative,account,low,True
FB002182,M6C8DBA7D0DF1,2025-03-06,The API integration was smooth and the documentation was very helpful.,positive,account,low,True
FB002183,M41BFD20A38BB,2025-09-11,The API integration was smooth and the documentation was very helpful.,positive,features,medium,False
FB002184,M5A45828DEAD8,2025-02-02,Integration issues caused downtime for our checkout.,negative,account,high,False
FB002185,M539FD53B59E3,2025-04-03,Funds were held for too long without clear explanation.,negative,billing,high,True
FB002186,M08419BE89740,2025-04-08,PayPal has been instrumental in helping us expand internationally.,positive,general,low,True
FB002187,M44CD7A8F7F9F,2025-12-30,Funds were held for too long without clear explanation. Reference: TKT30228,negative,billing,low,True
FB002188,M4BA29B9F9E57,2025-02-19,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,low,True
FB002189,M3BAA271BC35F,2025-07-20,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,medium,True
FB002190,M70FCB77E6349,2025-06-06,Requesting documentation for webhook implementation.,neutral,account,high,True
FB002191,M8DC5983B8C4E,2026-01-16,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT83851,positive,billing,low,True
FB002192,M353DE26971B9,2025-04-19,Inquiry about new features on the roadmap.,neutral,disputes,medium,True
FB002193,M6A5889BB0190,2025-07-27,Looking for information about enterprise pricing options. Reference: TKT72722,neutral,disputes,low,True
FB002194,M06C284D3F757,2025-07-12,Need clarification on the cross-border fee structure.,neutral,features,high,True
FB002195,MF7E6C85504CE,2025-03-18,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,False
FB002196,MA284DF1155EC,2025-09-09,The new dashboard features are excellent for tracking our business metrics.,positive,billing,medium,True
FB002197,MF3BD5AD57C83,2025-07-20,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,high,False
FB002198,ME1E32E235EEE,2025-02-28,The API integration was smooth and the documentation was very helpful.,positive,general,low,True
FB002199,M24B16FEDE9A6,2026-01-17,Integration issues caused downtime for our checkout.,negative,features,medium,True
FB002200,MD1C38A09ACC3,2025-08-25,Inquiry about new features on the roadmap.,neutral,technical,medium,True
FB002201,M522A9AE9A998,2025-11-01,General question about account verification process.,neutral,disputes,medium,True
FB002202,M4C22BD444899,2025-12-14,Integration issues caused downtime for our checkout.,negative,technical,low,True
FB002203,M10907813B97E,2025-05-17,PayPal has been instrumental in helping us expand internationally.,positive,general,low,True
FB002204,M19B650660B25,2025-02-13,Need clarification on the cross-border fee structure.,neutral,general,low,True
FB002205,M06FE1C234519,2025-07-27,The API integration was smooth and the documentation was very helpful.,positive,billing,high,True
FB002206,M51EF186E18DC,2025-09-10,The new dashboard features are excellent for tracking our business metrics.,positive,general,low,True
FB002207,M09B69ADCD7CB,2025-05-28,PayPal has been instrumental in helping us expand internationally. Reference: TKT39821,positive,billing,high,True
FB002208,MC70DAF247944,2025-05-04,Requesting documentation for webhook implementation.,neutral,account,medium,True
FB002209,M8A0E1141FD37,2025-12-21,The API integration was smooth and the documentation was very helpful.,positive,billing,high,True
FB002210,M69ADC1E107F7,2025-11-15,General question about account verification process.,neutral,features,high,False
FB002211,M6C340F25839E,2025-09-25,The API integration was smooth and the documentation was very helpful.,positive,general,high,False
FB002212,M850AF92F8D99,2025-06-10,Looking for information about enterprise pricing options.,neutral,technical,low,False
FB002213,M9FE97FFF97F0,2025-09-23,Integration issues caused downtime for our checkout.,negative,account,low,True
FB002214,ME94550C93CD7,2025-11-11,Customer support response time needs improvement.,negative,disputes,low,False
FB002215,M1B0114C51CC5,2025-02-08,PayPal has been instrumental in helping us expand internationally.,positive,disputes,low,True
FB002216,M819E3D6C1381,2025-03-17,Funds were held for too long without clear explanation.,negative,features,low,True
FB002217,M24146DB4EB48,2025-10-02,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,low,True
FB002218,M2F55707D4193,2025-02-22,PayPal has been instrumental in helping us expand internationally. Reference: TKT17568,positive,technical,medium,True
FB002219,M1FB2A1C37B18,2026-01-08,PayPal has been instrumental in helping us expand internationally. Reference: TKT95257,positive,technical,high,True
FB002220,M6DA9003B743B,2025-04-23,Customer support response time needs improvement. Reference: TKT85453,negative,disputes,low,True
FB002221,M66808E327DC7,2025-06-09,Requesting documentation for webhook implementation.,neutral,account,low,True
FB002222,M3A1DD98341FA,2025-12-13,General question about account verification process. Reference: TKT89633,neutral,features,medium,True
FB002223,M96DE2547F442,2026-01-15,Inquiry about new features on the roadmap.,neutral,billing,low,True
FB002224,MEB9FC349601C,2025-02-23,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,low,True
FB002225,MB9141AFF1412,2025-07-20,Customer support response time needs improvement. Reference: TKT67419,negative,disputes,medium,True
FB002226,MF64EAC11F2CD,2026-01-13,General question about account verification process. Reference: TKT62994,neutral,general,medium,True
FB002227,MD82C8D1619AD,2025-01-24,Requesting documentation for webhook implementation. Reference: TKT98253,neutral,features,high,True
FB002228,M359F38463D48,2025-05-03,Integration issues caused downtime for our checkout.,negative,disputes,high,True
FB002229,M3988C7F88EBC,2025-01-28,PayPal has been instrumental in helping us expand internationally. Reference: TKT60317,positive,features,medium,True
FB002230,M7A614FD06C32,2025-08-24,General question about account verification process. Reference: TKT61701,neutral,technical,medium,True
FB002231,M89F0FD5C927D,2025-10-02,The API integration was smooth and the documentation was very helpful.,positive,general,low,True
FB002232,M0D7363894ACD,2026-01-11,Inquiry about new features on the roadmap. Reference: TKT19181,neutral,account,low,False
FB002233,M7C9D0B1F96AE,2025-04-03,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,low,True
FB002234,M798ED7D4EE71,2025-07-10,Customer support response time needs improvement.,negative,features,medium,True
FB002235,MFC528592C385,2025-05-06,Inquiry about new features on the roadmap.,neutral,features,high,True
FB002236,MA78482CE7649,2025-12-27,The new dashboard features are excellent for tracking our business metrics. Reference: TKT55133,positive,general,high,True
FB002237,M42E7AAA88B48,2026-01-18,The API integration was smooth and the documentation was very helpful.,positive,technical,high,False
FB002238,MDE7399880268,2025-04-16,Looking for information about enterprise pricing options.,neutral,account,low,True
FB002239,MCDC0D6E63AA8,2025-06-02,General question about account verification process.,neutral,account,low,False
FB002240,M9DA187A7A191,2025-12-01,General question about account verification process.,neutral,account,medium,True
FB002241,MBE3159AD0456,2025-04-27,Customer support response time needs improvement.,negative,billing,high,True
FB002242,M9DE6D14FFF98,2025-02-09,The new dashboard features are excellent for tracking our business metrics. Reference: TKT37468,positive,general,low,True
FB002243,MB3BBCCD6C008,2025-04-25,Transaction fees are higher than competitors. Need better rates for our volume.,negative,technical,low,True
FB002244,M2056D8C1DEC3,2025-02-01,Looking for information about enterprise pricing options.,neutral,disputes,high,False
FB002245,MA9EB812238F7,2025-01-22,Inquiry about new features on the roadmap.,neutral,general,medium,True
FB002246,M4E732CED3463,2025-11-23,Funds were held for too long without clear explanation. Reference: TKT75505,negative,technical,high,True
FB002247,M6C97CD07663B,2025-07-29,Funds were held for too long without clear explanation.,negative,features,low,True
FB002248,M00E26AF6AC3B,2025-12-27,PayPal has been instrumental in helping us expand internationally.,positive,features,medium,True
FB002249,MDB85E2590B61,2025-02-01,Requesting documentation for webhook implementation.,neutral,general,medium,True
FB002250,M68D13CF26C4B,2025-02-23,Inquiry about new features on the roadmap.,neutral,disputes,low,True
FB002251,ME1314FC026DA,2025-09-07,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,True
FB002252,MD709F38EF758,2025-05-03,The dispute resolution process took too long and we lost money.,negative,general,medium,True
FB002253,M5314B9674C86,2025-09-22,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,medium,True
FB002254,M4B0A59DDF11C,2025-11-08,The API integration was smooth and the documentation was very helpful.,positive,features,low,True
FB002255,MEF2A4BE5473A,2025-04-30,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,high,False
FB002256,ME98741479A7B,2025-03-29,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT85558,positive,features,low,True
FB002257,MCAF1A3DFB505,2025-01-31,Customer support response time needs improvement.,negative,account,low,True
FB002258,M9C3B1830513C,2025-11-30,PayPal has been instrumental in helping us expand internationally.,positive,technical,low,True
FB002259,ME58AEA67B01F,2025-02-15,The dispute resolution process took too long and we lost money.,negative,billing,medium,True
FB002260,M7F53F8C6C730,2025-08-16,Customer support response time needs improvement. Reference: TKT20929,negative,general,medium,False
FB002261,MCC1AA4362771,2025-07-16,Need clarification on the cross-border fee structure.,neutral,disputes,high,False
FB002262,MF3AC63C91272,2025-12-21,Need clarification on the cross-border fee structure.,neutral,technical,medium,True
FB002263,M4E0D67E54AD6,2025-04-10,The dispute resolution process took too long and we lost money.,negative,general,low,True
FB002264,M769675D7C11F,2025-12-06,Funds were held for too long without clear explanation.,negative,technical,medium,True
FB002265,MBF62768CA46B,2025-10-23,Requesting documentation for webhook implementation.,neutral,technical,medium,True
FB002266,M1E6E0A04D20F,2025-12-08,The dispute resolution process took too long and we lost money.,negative,disputes,medium,False
FB002267,M38651C4450F8,2025-04-19,Need clarification on the cross-border fee structure. Reference: TKT44402,neutral,billing,low,True
FB002268,MF09696910BDD,2025-02-08,The dispute resolution process took too long and we lost money. Reference: TKT69893,negative,billing,medium,True
FB002269,M550A141F12DE,2025-12-20,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,low,True
FB002270,M1A3F91FEAD97,2025-11-29,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,low,True
FB002271,MF4552671F890,2025-07-14,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,high,False
FB002272,M42E77B63637A,2025-11-09,General question about account verification process.,neutral,disputes,low,True
FB002273,ME2230B853516,2025-01-22,Inquiry about new features on the roadmap.,neutral,billing,medium,True
FB002274,MAD82140CAFE8,2025-11-20,The new dashboard features are excellent for tracking our business metrics.,positive,technical,medium,True
FB002275,M8E98D81F8217,2025-09-03,General question about account verification process.,neutral,technical,low,True
FB002276,M17693C91D920,2025-03-27,Looking for information about enterprise pricing options. Reference: TKT17765,neutral,disputes,medium,False
FB002277,MF1B0775946BC,2026-01-13,Inquiry about new features on the roadmap. Reference: TKT92088,neutral,technical,low,True
FB002278,M0829424FFA0D,2025-07-25,Requesting documentation for webhook implementation. Reference: TKT34694,neutral,general,high,True
FB002279,MCEE631121C2E,2025-04-07,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,True
FB002280,MF48C04FFAB49,2025-07-23,General question about account verification process.,neutral,disputes,low,False
FB002281,M491442DF5F88,2025-05-30,Inquiry about new features on the roadmap.,neutral,billing,high,True
FB002282,MFFEED84C7CB1,2026-01-01,The API integration was smooth and the documentation was very helpful. Reference: TKT19026,positive,general,medium,True
FB002283,M6C14DA109E29,2025-07-13,Funds were held for too long without clear explanation.,negative,account,low,True
FB002284,M0D0871F0806E,2025-03-13,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT78749,positive,disputes,low,True
FB002285,M17B3C7061788,2025-07-21,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,False
FB002286,M6D9CB7DE5E8A,2025-11-07,Need clarification on the cross-border fee structure. Reference: TKT30604,neutral,account,medium,True
FB002287,M955CB567B6E3,2025-06-01,Requesting documentation for webhook implementation.,neutral,technical,high,False
FB002288,ME56B06C51E10,2026-01-19,The API integration was smooth and the documentation was very helpful.,positive,billing,low,True
FB002289,M4C22BD444899,2025-07-03,The new dashboard features are excellent for tracking our business metrics. Reference: TKT64152,positive,disputes,low,True
FB002290,M428FCA9BC192,2025-11-16,The API integration was smooth and the documentation was very helpful. Reference: TKT57557,positive,technical,medium,True
FB002291,ME1696007BE4E,2025-03-26,Requesting documentation for webhook implementation. Reference: TKT42020,neutral,general,high,True
FB002292,MD0010A6F3490,2025-08-28,Inquiry about new features on the roadmap.,neutral,general,low,True
FB002293,M1A6727711B84,2025-05-15,Need clarification on the cross-border fee structure.,neutral,technical,low,True
FB002294,M182BE0C5CDCD,2025-09-23,The dispute resolution process took too long and we lost money.,negative,general,medium,True
FB002295,MB59C67BF196A,2025-03-14,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,low,True
FB002296,M72B32A1F754B,2025-11-24,The new dashboard features are excellent for tracking our business metrics.,positive,features,medium,True
FB002297,M9F396FE44E7C,2025-09-30,Inquiry about new features on the roadmap. Reference: TKT24913,neutral,account,low,True
FB002298,MD8330F857A17,2025-04-18,The dispute resolution process took too long and we lost money.,negative,disputes,low,True
FB002299,M7B66B4FD401A,2025-08-03,Inquiry about new features on the roadmap.,neutral,general,low,True
FB002300,M5848AD959570,2025-02-28,Requesting documentation for webhook implementation. Reference: TKT53742,neutral,disputes,low,True
FB002301,MD542599794C1,2025-03-08,PayPal has been instrumental in helping us expand internationally. Reference: TKT45459,positive,account,medium,True
FB002302,M2A38A4A9316C,2025-08-25,Requesting documentation for webhook implementation. Reference: TKT80268,neutral,account,medium,True
FB002303,MAF5D5EF24881,2025-10-20,Need clarification on the cross-border fee structure. Reference: TKT52536,neutral,technical,low,False
FB002304,MA3F390D88E4C,2025-04-01,General question about account verification process.,neutral,account,high,False
FB002305,M20F07591C6FC,2025-01-26,Inquiry about new features on the roadmap. Reference: TKT82898,neutral,disputes,high,False
FB002306,M299FB2142D7D,2025-02-12,Need clarification on the cross-border fee structure. Reference: TKT98464,neutral,general,low,False
FB002307,MB0BEF4C9A6E5,2025-05-13,Looking for information about enterprise pricing options.,neutral,technical,medium,False
FB002308,M52C518939185,2025-05-15,PayPal has been instrumental in helping us expand internationally. Reference: TKT12299,positive,general,medium,False
FB002309,M63F44623DD86,2025-06-30,Need clarification on the cross-border fee structure. Reference: TKT21028,neutral,technical,low,True
FB002310,M13F320E7B5EA,2025-06-06,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,low,True
FB002311,M1C383CD30B7C,2025-09-13,The API integration was smooth and the documentation was very helpful. Reference: TKT12834,positive,general,low,True
FB002312,M2CBCA44843A8,2025-10-27,Transaction fees are higher than competitors. Need better rates for our volume.,negative,account,low,False
FB002313,M65658FDE58AB,2025-09-09,Looking for information about enterprise pricing options.,neutral,features,medium,True
FB002314,M8B5040A8A5BA,2025-11-14,Transaction fees are higher than competitors. Need better rates for our volume.,negative,general,medium,True
FB002315,M36AC8E558AC7,2025-07-27,Need clarification on the cross-border fee structure.,neutral,general,medium,True
FB002316,MEC7F346604F5,2026-01-01,Funds were held for too long without clear explanation.,negative,general,low,True
FB002317,MF6B5F8C32C65,2025-08-10,Customer support response time needs improvement.,negative,account,low,False
FB002318,ME0AB531EC312,2025-11-17,PayPal has been instrumental in helping us expand internationally.,positive,features,low,True
FB002319,MC5FF2543B53F,2025-10-07,General question about account verification process.,neutral,general,medium,True
FB002320,MD736BB10D83A,2025-10-30,Customer support response time needs improvement.,negative,features,medium,True
FB002321,M8C5F6ECD29A0,2026-01-15,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,True
FB002322,M08E6BEA8E90B,2025-07-16,Requesting documentation for webhook implementation.,neutral,technical,low,True
FB002323,MC6335734DBC0,2025-03-22,Customer support response time needs improvement.,negative,billing,high,True
FB002324,M2451041557A2,2025-11-12,Transaction fees are higher than competitors. Need better rates for our volume.,negative,technical,low,True
FB002325,M1D94108E907B,2025-12-14,Integration issues caused downtime for our checkout. Reference: TKT34832,negative,disputes,low,True
FB002326,MA368B0DE8B91,2025-02-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,features,low,True
FB002327,M7A53928FA4DD,2025-05-23,Inquiry about new features on the roadmap.,neutral,disputes,medium,True
FB002328,M57AEEE35C982,2025-02-22,Transaction fees are higher than competitors. Need better rates for our volume.,negative,disputes,low,True
FB002329,M7503CFACD120,2025-10-05,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT74561,positive,general,high,True
FB002330,MC3E0C62EE91D,2026-01-18,The API integration was smooth and the documentation was very helpful.,positive,account,high,False
FB002331,M43BAA6762FA8,2025-06-26,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT19911,positive,features,medium,True
FB002332,M3F088EBEDA03,2025-10-17,The API integration was smooth and the documentation was very helpful.,positive,general,low,True
FB002333,M6A4CBDAEDCBD,2025-04-15,PayPal has been instrumental in helping us expand internationally.,positive,disputes,high,True
FB002334,M3B712DE48137,2025-12-06,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT30423,positive,features,low,True
FB002335,M6CDD60EA0045,2025-07-08,The new dashboard features are excellent for tracking our business metrics.,positive,features,low,True
FB002336,M88A839F2F6F1,2025-02-13,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,medium,True
FB002337,M329E6581EFBC,2025-03-03,The new dashboard features are excellent for tracking our business metrics.,positive,account,low,True
FB002338,M28E209B61A52,2025-12-22,The dispute resolution process took too long and we lost money.,negative,disputes,high,True
FB002339,M7F53F8C6C730,2025-09-28,Requesting documentation for webhook implementation.,neutral,features,high,True
FB002340,M2CD4E8A2CE08,2025-05-13,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,medium,True
FB002341,M7FEC306D1E66,2025-07-14,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT89337,positive,technical,low,True
FB002342,MCC7E2B878868,2025-08-31,Need clarification on the cross-border fee structure.,neutral,account,low,True
FB002343,MC2BA1BC54B23,2025-11-04,The new dashboard features are excellent for tracking our business metrics.,positive,billing,low,True
FB002344,M3C59DC048E88,2025-10-22,The new dashboard features are excellent for tracking our business metrics.,positive,general,low,False
FB002345,M7F24D240521D,2025-12-08,Need clarification on the cross-border fee structure.,neutral,disputes,medium,True
FB002346,M9AF76329C78E,2025-10-05,Customer support response time needs improvement. Reference: TKT18700,negative,technical,high,True
FB002347,M5F93F983524D,2025-12-16,PayPal has been instrumental in helping us expand internationally. Reference: TKT53837,positive,disputes,medium,True
FB002348,M1E48C4420B70,2025-09-04,Funds were held for too long without clear explanation.,negative,features,medium,False
FB002349,MBCB41CCDC436,2025-07-09,Looking for information about enterprise pricing options. Reference: TKT58997,neutral,general,medium,True
FB002350,M5103C3584B06,2025-02-14,General question about account verification process.,neutral,features,low,True
FB002351,M852C44DDCE7E,2025-11-29,General question about account verification process.,neutral,general,medium,False
FB002352,MF7AC67A9AA8D,2025-11-24,Funds were held for too long without clear explanation.,negative,technical,low,False
FB002353,M0233F3BB964C,2025-04-02,The new dashboard features are excellent for tracking our business metrics.,positive,technical,medium,True
FB002354,M2AB56412B116,2026-01-06,Need clarification on the cross-border fee structure. Reference: TKT23297,neutral,disputes,low,True
FB002355,M1CD138D0499A,2025-08-08,The new dashboard features are excellent for tracking our business metrics.,positive,general,low,True
FB002356,MFAE0B27C451C,2025-04-16,Looking for information about enterprise pricing options.,neutral,general,medium,True
FB002357,M89885FF2C83A,2025-06-14,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,medium,True
FB002358,MAFF1621254F7,2025-08-31,Inquiry about new features on the roadmap.,neutral,features,low,False
FB002359,MCC70903297FE,2025-03-17,PayPal has been instrumental in helping us expand internationally.,positive,general,low,True
FB002360,MABD815286BA1,2025-06-24,Customer support response time needs improvement.,negative,technical,low,False
FB002361,M6ACA97005C68,2025-01-30,Funds were held for too long without clear explanation. Reference: TKT69702,negative,general,medium,True
FB002362,M149815EB972B,2025-09-19,Inquiry about new features on the roadmap.,neutral,technical,high,False
FB002363,M5EF0B4EBA35A,2025-04-15,Inquiry about new features on the roadmap. Reference: TKT49972,neutral,features,low,False
FB002364,MF3AC63C91272,2025-03-30,PayPal has been instrumental in helping us expand internationally.,positive,technical,medium,False
FB002365,M85D8CE590AD8,2025-08-23,Looking for information about enterprise pricing options. Reference: TKT34777,neutral,account,low,True
FB002366,ME48E13207341,2025-03-15,Integration issues caused downtime for our checkout. Reference: TKT24090,negative,account,low,False
FB002367,M201D7288B4C1,2025-01-29,Customer support response time needs improvement. Reference: TKT33486,negative,account,medium,True
FB002368,M46922A0880A8,2025-07-10,PayPal has been instrumental in helping us expand internationally.,positive,features,low,True
FB002369,M68D309812548,2025-09-01,Integration issues caused downtime for our checkout.,negative,general,low,True
FB002370,MAF21D0C97DB2,2025-02-07,PayPal has been instrumental in helping us expand internationally. Reference: TKT24245,positive,disputes,low,True
FB002371,MC9EFE5F26CD1,2025-12-30,Inquiry about new features on the roadmap.,neutral,account,medium,True
FB002372,M03255088ED63,2025-09-20,Inquiry about new features on the roadmap.,neutral,general,low,True
FB002373,M71887F62F073,2026-01-17,General question about account verification process. Reference: TKT73131,neutral,billing,low,True
FB002374,MC52F1BD66CC1,2025-11-17,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT26326,positive,technical,high,True
FB002375,MC2626D850C80,2025-12-03,Requesting documentation for webhook implementation.,neutral,technical,low,True
FB002376,MA381C2C35C91,2025-12-23,Customer support response time needs improvement. Reference: TKT47078,negative,general,low,True
FB002377,M217E342FC016,2025-08-22,Requesting documentation for webhook implementation.,neutral,account,low,True
FB002378,M23C97E9CB935,2025-07-05,Funds were held for too long without clear explanation. Reference: TKT53023,negative,billing,low,False
FB002379,M38DB3AED920C,2026-01-14,Funds were held for too long without clear explanation.,negative,account,low,True
FB002380,M17C276C8E723,2025-08-12,The new dashboard features are excellent for tracking our business metrics. Reference: TKT80145,positive,features,low,False
FB002381,MF76A89F0CB91,2025-04-06,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,high,True
FB002382,M952C3FF98A6A,2025-05-29,Need clarification on the cross-border fee structure.,neutral,disputes,medium,False
FB002383,M7989EDAD14EB,2025-03-19,Integration issues caused downtime for our checkout.,negative,account,low,True
FB002384,MD490D7B45762,2025-04-15,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,high,False
FB002385,M8CB22BDD0B7B,2025-04-13,The API integration was smooth and the documentation was very helpful.,positive,technical,low,True
FB002386,M46F76A4BDA9A,2025-09-16,The dispute resolution process took too long and we lost money. Reference: TKT15617,negative,billing,low,True
FB002387,M5680522B8E2B,2025-10-19,Looking for information about enterprise pricing options.,neutral,general,low,False
FB002388,MFAA9AFEA49EF,2025-07-26,Transaction fees are higher than competitors. Need better rates for our volume.,negative,features,low,True
FB002389,MA424ED4BD3A7,2025-09-09,Inquiry about new features on the roadmap.,neutral,disputes,low,False
FB002390,MAF44C4C56F38,2025-11-14,PayPal has been instrumental in helping us expand internationally.,positive,general,low,True
FB002391,M1A99F6821980,2025-08-07,Integration issues caused downtime for our checkout. Reference: TKT92351,negative,account,medium,False
FB002392,ME6AF401C28C1,2025-11-17,Integration issues caused downtime for our checkout. Reference: TKT34905,negative,disputes,low,True
FB002393,MB0F2AD44D26E,2025-11-07,Need clarification on the cross-border fee structure.,neutral,account,medium,True
FB002394,M9A49A25D845A,2025-08-04,The API integration was smooth and the documentation was very helpful.,positive,disputes,medium,True
FB002395,ME1696007BE4E,2025-02-22,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT27685,positive,disputes,medium,False
FB002396,M07A9D3FED4C5,2025-04-04,Integration issues caused downtime for our checkout.,negative,disputes,low,True
FB002397,M83CDCEC08FBF,2025-06-23,The API integration was smooth and the documentation was very helpful. Reference: TKT24160,positive,billing,low,True
FB002398,M7BB060764A81,2025-07-13,General question about account verification process.,neutral,technical,medium,False
FB002399,ME06F967FB0D3,2025-04-20,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT31056,positive,features,low,True
FB002400,M8E2CFDC27576,2025-01-22,Integration issues caused downtime for our checkout.,negative,billing,low,True
FB002401,MD757719ED7C2,2025-05-09,Inquiry about new features on the roadmap.,neutral,billing,low,True
FB002402,MA9A1D5317A33,2025-02-02,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT84840,negative,account,low,True
FB002403,M378A063B8FDB,2025-03-20,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,low,True
FB002404,ME00DA03B685A,2025-12-17,Requesting documentation for webhook implementation.,neutral,account,medium,True
FB002405,M1A99F6821980,2025-02-25,Need clarification on the cross-border fee structure.,neutral,disputes,high,True
FB002406,MDB9EEB7E6788,2025-09-27,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,medium,True
FB002407,M60AD83801910,2025-03-30,Integration issues caused downtime for our checkout.,negative,general,low,False
FB002408,M31C97CBB941D,2025-05-27,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,low,True
FB002409,M63DC7ED1010D,2025-12-31,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT27344,positive,billing,low,False
FB002410,M1543843A4723,2025-11-27,Transaction fees are higher than competitors. Need better rates for our volume.,negative,features,high,True
FB002411,MC9E1074F5B3F,2025-08-02,General question about account verification process. Reference: TKT39326,neutral,technical,low,True
FB002412,M04AD5632029C,2025-11-14,Customer support resolved our issue quickly. Very satisfied with the service.,positive,features,medium,True
FB002413,M3430095C5775,2025-03-19,PayPal has been instrumental in helping us expand internationally.,positive,features,high,True
FB002414,M89F03F7D0272,2025-02-08,Requesting documentation for webhook implementation.,neutral,features,low,False
FB002415,M5B8E4FD39D97,2025-07-22,The API integration was smooth and the documentation was very helpful.,positive,features,high,True
FB002416,M43BAA6762FA8,2025-07-07,Looking for information about enterprise pricing options. Reference: TKT24906,neutral,disputes,medium,True
FB002417,M0FF8033CF943,2025-04-06,Customer support response time needs improvement.,negative,billing,medium,True
FB002418,MF31B20466AE8,2025-02-21,Inquiry about new features on the roadmap.,neutral,billing,medium,False
FB002419,M058D6F2FBE95,2025-02-23,Customer support response time needs improvement.,negative,features,low,True
FB002420,ME2AD76F2326F,2025-08-01,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT90736,positive,disputes,medium,True
FB002421,M82CADB0649A3,2025-09-18,General question about account verification process.,neutral,account,high,True
FB002422,M8613985EC49E,2025-04-17,Inquiry about new features on the roadmap. Reference: TKT30366,neutral,billing,high,True
FB002423,MA01A0380CA3C,2025-07-11,Requesting documentation for webhook implementation.,neutral,features,medium,False
FB002424,M05049E90FA4F,2025-06-29,PayPal has been instrumental in helping us expand internationally.,positive,disputes,medium,True
FB002425,M3D2D8CCB37DF,2025-09-24,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,True
FB002426,MC315F0320B7C,2025-04-07,General question about account verification process.,neutral,disputes,low,False
FB002427,M270EDD69788D,2025-08-27,The new dashboard features are excellent for tracking our business metrics.,positive,features,high,False
FB002428,M818F4654ED39,2025-04-05,Looking for information about enterprise pricing options.,neutral,account,low,True
